latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.994724,-65.016235,25.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_min (%)
1990-01-01,0.4,3.3,92,15.40,209,0.26,18.0,26.6,19.5,73
1990-01-02,-8.8,-1.9,64,0.00,269,0.74,0.0,32.0,27.3,56
1990-01-03,-5.5,-2.3,77,0.00,257,0.57,0.0,23.0,20.0,60
1990-01-04,-4.3,2.1,83,0.10,189,0.41,1.0,21.3,14.8,76
1990-01-05,-1.5,3.1,75,2.40,260,0.69,5.0,29.9,23.1,56
1990-01-06,-10.7,-7.4,80,0.50,224,0.26,3.0,15.5,10.2,76
1990-01-07,-12.4,-7.3,74,0.70,289,0.33,4.0,22.0,13.4,60
1990-01-08,-7.0,-0.8,82,0.10,232,0.46,1.0,15.4,13.4,72
1990-01-09,-9.3,-6.1,84,0.00,58,0.29,0.0,14.7,11.3,74
1990-01-10,-3.1,2.2,92,5.50,163,0.26,17.0,20.6,15.5,87
1990-01-11,-7.1,-3.5,79,9.40,351,0.51,10.0,35.3,22.1,63
1990-01-12,-7.4,-4.1,88,8.80,91,0.24,15.0,23.5,15.6,82
1990-01-13,-6.2,-4.8,83,0.00,275,0.38,0.0,16.5,12.6,68
1990-01-14,-13.2,-8.0,70,0.00,279,0.40,0.0,21.3,18.1,58
1990-01-15,-16.9,-13.4,72,0.10,241,0.31,1.0,15.7,11.4,59
1990-01-16,-9.7,-7.2,81,2.80,277,0.38,11.0,14.7,10.6,67
1990-01-17,-10.2,-5.5,81,0.00,213,0.42,0.0,15.6,10.4,68
1990-01-18,3.4,6.8,87,8.40,220,0.64,10.0,33.5,25.8,82
1990-01-19,-6.2,2.3,68,1.30,287,0.60,6.0,33.1,24.1,47
1990-01-20,-15.3,-9.0,67,0.00,252,0.40,0.0,26.1,17.0,57
1990-01-21,-14.7,-8.9,71,0.00,344,0.34,0.0,21.9,15.9,59
1990-01-22,-15.8,-13.4,75,0.60,65,0.29,3.0,16.1,13.9,69
1990-01-23,-8.8,-4.0,83,6.40,153,0.40,15.0,18.6,10.9,72
1990-01-24,-7.5,-2.3,85,3.20,195,0.29,7.0,20.5,12.9,80
1990-01-25,0.8,3.8,88,0.30,215,0.68,2.0,21.4,15.9,74
1990-01-26,4.6,10.1,96,14.80,183,0.24,20.0,33.8,22.2,90
1990-01-27,-0.4,4.0,77,12.30,277,0.79,9.0,32.8,21.5,58
1990-01-28,-1.6,4.7,75,0.00,223,0.92,0.0,33.1,20.3,61
1990-01-29,-3.7,1.0,66,0.00,268,0.96,0.0,28.2,16.8,60
1990-01-30,-6.2,-4.0,85,37.20,66,0.27,17.0,45.8,30.0,75
1990-01-31,-7.9,-4.7,78,2.40,339,0.62,5.0,37.3,15.3,67
1990-02-01,-5.2,1.3,84,0.00,223,0.57,0.0,26.3,16.2,75
1990-02-02,-3.9,2.7,67,0.20,275,0.84,1.0,32.9,25.7,49
1990-02-03,-20.2,-13.8,58,0.00,317,0.41,0.0,23.8,20.4,44
1990-02-04,-20.4,-16.4,64,0.50,285,0.30,4.0,14.7,9.0,51
1990-02-05,-17.9,-15.2,70,0.00,9,0.37,0.0,15.9,12.2,54
1990-02-06,-13.4,-5.5,73,1.20,224,0.40,6.0,19.5,14.8,62
1990-02-07,-6.5,-1.0,74,0.00,249,0.82,0.0,24.5,16.5,62
1990-02-08,-2.9,-0.6,74,0.00,256,0.90,0.0,22.7,14.6,61
1990-02-09,0.7,5.3,86,0.00,213,0.77,0.0,33.9,20.7,77
1990-02-10,0.1,5.0,90,21.40,21,0.32,11.0,31.8,20.5,81
1990-02-11,-4.2,-1.2,77,0.80,274,0.85,4.0,28.3,18.3,55
1990-02-12,-8.7,-4.4,73,0.00,274,0.69,0.0,20.1,13.6,54
1990-02-13,-11.2,-5.0,73,1.50,236,0.60,4.0,25.3,12.9,56
1990-02-14,-3.4,-0.2,73,1.10,271,0.89,4.0,25.1,19.9,51
1990-02-15,-13.9,-10.7,63,0.00,303,0.62,0.0,21.8,12.2,48
1990-02-16,-11.2,-9.3,78,4.40,84,0.27,14.0,12.6,9.1,66
