latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
55.711773,-97.865845,206.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_min (%)
1990-01-01,-17.0,-13.6,78,0.00,178,0.12,0.0,15.5,10.2,76
1990-01-02,-18.9,-13.8,78,0.00,320,0.11,0.0,15.3,10.8,71
1990-01-03,-22.6,-21.6,77,2.50,315,0.05,13.0,9.2,4.8,71
1990-01-04,-26.0,-22.0,73,0.00,287,0.08,0.0,12.7,11.8,64
1990-01-05,-28.8,-25.1,72,0.00,268,0.08,0.0,13.7,11.9,65
1990-01-06,-25.9,-20.5,75,2.90,170,0.08,8.0,13.5,9.1,72
1990-01-07,-25.0,-21.7,76,0.00,347,0.07,0.0,13.4,7.8,68
1990-01-08,-25.2,-22.2,75,0.00,84,0.08,0.0,10.4,8.4,69
1990-01-09,-20.3,-14.6,77,0.00,181,0.13,0.0,13.1,11.2,73
1990-01-10,-13.5,-11.1,85,0.00,95,0.10,0.0,15.9,10.6,82
1990-01-11,-13.4,-11.3,78,0.00,359,0.18,0.0,15.5,12.7,72
1990-01-12,-18.2,-14.5,79,0.00,286,0.11,0.0,12.9,10.2,67
1990-01-13,-23.0,-21.0,74,0.00,83,0.09,0.0,13.4,8.9,64
1990-01-14,-21.6,-19.4,75,0.00,73,0.11,0.0,13.0,8.1,69
1990-01-15,-21.3,-14.3,77,0.00,236,0.12,0.0,15.0,10.2,70
1990-01-16,-11.9,-10.5,80,0.00,281,0.19,0.0,16.6,13.2,69
1990-01-17,-14.7,-12.6,80,0.00,269,0.14,0.0,21.6,11.8,67
1990-01-18,-24.3,-17.0,70,0.00,309,0.14,0.0,21.6,12.2,63
1990-01-19,-26.3,-23.1,72,0.00,295,0.08,0.0,11.7,5.6,62
1990-01-20,-30.2,-25.6,69,1.00,89,0.07,3.0,13.5,8.5,60
1990-01-21,-21.1,-16.1,77,3.20,124,0.12,8.0,14.0,7.1,69
1990-01-22,-19.4,-17.4,76,0.00,314,0.14,0.0,12.6,9.4,64
1990-01-23,-21.1,-17.6,77,0.00,143,0.11,0.0,10.2,7.8,68
1990-01-24,-18.5,-17.2,79,1.00,19,0.12,6.0,7.2,5.0,71
1990-01-25,-18.3,-13.3,79,0.00,163,0.13,0.0,13.8,8.4,74
1990-01-26,-12.4,-10.1,83,4.40,129,0.18,10.0,16.8,13.5,80
1990-01-27,-21.7,-11.1,69,0.00,319,0.16,0.0,21.4,17.4,56
1990-01-28,-31.7,-27.9,67,0.00,290,0.08,0.0,13.7,8.8,55
1990-01-29,-31.8,-30.7,65,0.00,345,0.07,0.0,10.1,7.5,52
1990-01-30,-36.5,-33.6,64,0.00,282,0.06,0.0,14.7,11.6,52
1990-01-31,-34.9,-32.7,63,0.00,260,0.08,0.0,15.5,14.1,48
1990-02-01,-36.3,-32.7,62,0.00,275,0.08,0.0,14.4,12.2,49
1990-02-02,-34.7,-29.4,64,0.00,227,0.07,0.0,12.5,7.2,54
1990-02-03,-28.2,-23.9,69,0.00,99,0.12,0.0,8.4,6.5,61
1990-02-04,-21.6,-16.6,76,0.80,117,0.13,4.0,11.8,8.3,73
1990-02-05,-20.2,-16.6,75,0.00,271,0.19,0.0,12.8,8.2,63
1990-02-06,-17.5,-15.9,78,3.30,70,0.17,12.0,14.7,11.8,69
1990-02-07,-23.8,-19.6,73,0.00,72,0.15,0.0,12.3,9.9,61
1990-02-08,-21.7,-16.7,75,0.00,90,0.14,0.0,8.1,6.0,70
1990-02-09,-15.8,-12.8,80,0.70,56,0.19,5.0,10.5,8.4,73
1990-02-10,-15.8,-13.8,79,2.00,326,0.23,12.0,9.1,7.1,64
1990-02-11,-20.5,-17.1,75,0.00,283,0.18,0.0,9.6,5.8,62
1990-02-12,-21.3,-19.0,74,3.10,16,0.13,12.0,22.7,14.7,64
1990-02-13,-29.7,-25.9,64,0.10,305,0.15,1.0,21.7,15.1,51
1990-02-14,-28.1,-22.2,67,0.00,242,0.17,0.0,16.9,14.7,58
1990-02-15,-30.2,-24.5,64,0.00,304,0.14,0.0,17.3,10.3,48
1990-02-16,-33.0,-28.3,62,0.00,286,0.12,0.0,10.2,8.2,43
1990-02-17,-30.5,-23.7,61,0.00,238,0.18,0.0,12.7,11.4,45
1990-02-18,-23.9,-20.5,67,0.00,254,0.24,0.0,17.7,13.1,52
1990-02-19,-25.3,-21.3,67,0.00,288,0.21,0.0,15.3,10.2,52
1990-02-20,-17.6,-7.3,75,0.20,161,0.42,2.0,13.2,8.6,64
1990-02-21,-9.6,-6.5,77,1.20,296,0.41,5.0,21.1,14.6,54
1990-02-22,-22.0,-15.4,65,0.00,312,0.31,0.0,17.8,11.0,49
1990-02-23,-26.5,-22.5,65,0.00,331,0.21,0.0,12.1,9.2,53
1990-02-24,-26.3,-23.8,65,0.00,317,0.22,0.0,15.1,12.5,50
1990-02-25,-24.5,-18.0,66,0.00,200,0.25,0.0,15.9,12.5,58
1990-02-26,-16.0,-13.4,68,0.10,287,0.42,1.0,28.5,18.1,49
1990-02-27,-18.1,-13.6,67,0.00,298,0.43,0.0,21.2,13.7,51
1990-02-28,-13.1,-1.2,74,0.00,199,0.58,0.0,19.2,11.2,61
1990-03-01,-1.1,1.8,62,0.00,291,1.11,0.0,31.4,24.7,54
1990-03-02,-15.5,-8.6,61,0.00,317,0.56,0.0,27.0,20.8,51
1990-03-03,-20.3,-16.0,67,0.00,339,0.42,0.0,10.7,5.0,44
1990-03-04,-19.9,-13.7,63,0.00,137,0.44,0.0,9.7,7.4,46
1990-03-05,-14.0,-7.9,64,0.00,176,0.50,0.0,14.8,12.0,53
