latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.21265,-95.341705,324.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_min (%)
1990-01-01,-13.0,-5.6,80,0.00,201,0.23,0.0,24.2,14.7,68
1990-01-02,-7.2,-3.5,84,0.00,295,0.22,0.0,19.9,12.3,71
1990-01-03,-12.4,-10.6,83,3.70,360,0.16,9.0,17.5,11.0,71
1990-01-04,-18.9,-15.5,79,0.40,286,0.13,3.0,12.2,9.9,65
1990-01-05,-23.6,-20.9,76,0.00,261,0.11,0.0,9.6,7.4,65
1990-01-06,-20.2,-8.8,79,0.60,196,0.17,4.0,19.0,13.9,75
1990-01-07,-9.0,-3.5,82,0.00,272,0.26,0.0,19.5,12.3,68
1990-01-08,-7.6,-6.2,82,6.60,80,0.28,11.0,17.7,14.7,74
1990-01-09,-12.4,-9.6,82,0.00,76,0.19,0.0,14.8,9.3,76
1990-01-10,-9.3,-2.7,88,13.00,152,0.17,10.0,23.7,16.2,85
1990-01-11,-8.0,-2.5,81,5.30,332,0.30,7.0,22.2,19.1,71
1990-01-12,-14.1,-10.7,80,0.00,316,0.22,0.0,17.3,13.5,68
1990-01-13,-17.2,-11.8,72,0.00,168,0.26,0.0,14.8,11.3,53
1990-01-14,-11.6,-7.7,75,0.00,135,0.35,0.0,14.8,9.9,60
1990-01-15,-12.6,-9.3,83,0.00,277,0.20,0.0,9.7,6.5,70
1990-01-16,-10.7,-7.8,89,0.00,212,0.16,0.0,11.0,7.7,84
1990-01-17,-9.6,-8.1,87,0.00,346,0.17,0.0,12.6,8.1,78
1990-01-18,-15.5,-11.4,78,0.00,288,0.21,0.0,16.8,12.2,60
1990-01-19,-16.0,-11.6,79,1.00,135,0.20,5.0,11.5,7.5,73
1990-01-20,-15.7,-12.6,79,0.00,66,0.20,0.0,12.5,8.9,64
1990-01-21,-10.8,-7.0,83,3.20,192,0.24,17.0,16.3,12.7,77
1990-01-22,-8.3,-6.0,82,0.60,296,0.29,5.0,20.0,14.9,65
1990-01-23,-13.1,-8.8,81,2.30,116,0.20,6.0,17.4,10.9,74
1990-01-24,-9.3,-8.1,83,5.20,1,0.25,18.0,14.1,11.3,72
1990-01-25,-12.1,-9.7,80,0.00,296,0.29,0.0,11.0,4.4,64
1990-01-26,-10.0,-2.4,81,1.80,163,0.34,4.0,22.7,15.9,73
1990-01-27,-9.8,-4.0,79,0.00,294,0.27,0.0,21.0,15.2,59
1990-01-28,-22.7,-19.2,73,0.00,318,0.18,0.0,16.2,7.7,56
1990-01-29,-21.1,-13.4,76,1.40,108,0.18,4.0,15.5,10.8,68
1990-01-30,-23.0,-13.5,70,3.90,338,0.18,6.0,22.4,15.5,51
1990-01-31,-27.6,-23.7,68,1.20,329,0.14,7.0,8.7,4.9,56
1990-02-01,-29.8,-26.4,66,0.00,312,0.13,0.0,10.9,8.7,50
1990-02-02,-29.6,-22.9,62,0.00,126,0.14,0.0,10.5,7.5,50
1990-02-03,-20.1,-12.1,73,0.00,157,0.32,0.0,12.4,8.7,56
1990-02-04,-13.3,-3.2,81,0.00,168,0.44,0.0,15.5,12.5,67
1990-02-05,-9.6,-4.8,81,0.00,292,0.36,0.0,14.2,9.9,61
1990-02-06,-9.9,-1.2,80,0.00,203,0.55,0.0,23.4,16.4,67
1990-02-07,-5.2,-0.9,88,0.70,199,0.38,3.0,14.3,10.6,74
1990-02-08,-7.0,-3.8,85,0.00,223,0.50,0.0,13.7,8.8,66
1990-02-09,-7.8,-7.0,81,0.70,213,0.37,5.0,19.7,14.0,65
1990-02-10,-15.1,-11.0,78,0.00,276,0.33,0.0,15.3,9.8,64
